AISLE,SHELF,DESCRIPTION,SIZE,DEPARTMENT,ECOMM_DESCRIPTION,SIGN_DESCRIPTION
2,4,ZAT FAM JAMBALAYA                   ,12 OZ     ,001,NULL,Zatarain`s Family Size Jambalaya                                                                                                                                                                                                                               
501,2,SUAVE SH KERATIN                    ,12.6 OZ   ,007,NULL,NULL
501,4,WR TROP COCONUT COND                ,15 OZ     ,006,NULL,NULL
2,4,TC GUMBO MX                         ,8 OZ      ,001,NULL,NULL
501,2,OGX ARGAN OIL                       ,13 OZ     ,007,NULL,NULL
501,2,PNTN CLSSC CLN CND                  ,10.4 OZ   ,007,NULL,NULL
501,2,DOVE CND INTNS MSTRZ                ,12 OZ     ,007,NULL,NULL
501,2,DOVE SHMP INTS MSTRZ                ,12 OZ     ,007,NULL,NULL
2,8,TC INSTANT ROUX MIX                 ,10 OZ     ,001,NULL,NULL
501,2,H&S SH DRY SCLP CARE                ,13.5 OZ   ,007,NULL,NULL
2,4,TC JAMBALAYA MIX                    ,8 OZ      ,001,NULL,Tony Chachere`s Mixes                                                                                                                                                                                                                                          
501,2,H&S 2N1 SH CLSC CLN                 ,13.5 OZ   ,007,NULL,NULL
501,3,VO5 NORMAL SHP                      ,12.5 OZ   ,007,Alberto VO5 Normal Balancing Shampoo,NULL
501,3,VO5 HE FREESIA SHP                  ,12.5 OZ   ,007,Alberto VO5 Herbal Escapes Moisturizing Shampoo Free Me Freesia,NULL
501,3,VO5 HE FREESIA CND                  ,12.5 OZ   ,007,NULL,NULL
2,4,TC RED BEAN & RICE                  ,7 OZ      ,001,NULL,NULL
2,5,AL SAVE PINTO BEANS                 ,32 OZ     ,001,NULL,NULL
501,3,VO5 XBODY SHP                       ,12.5 OZ   ,007,Alberto VO5 Extra Body Volumizing Shampoo·,NULL
501,3,VO5 X BODY CND                      ,12.5 OZ   ,007,NULL,NULL
501,3,VO5 HE KIWI LM SHP                  ,12.5 OZ   ,007,Alberto VO5 Herbal Escapes Clarifying Shampoo Kiwi Lime Squeeze,NULL
2,5,BST-CH LIMA BEANS                   ,16 OZ     ,001,Best Choice Dry Lima Beans,NULL
501,3,VO5 HE KIWI LIME CND                ,12.5 OZ   ,007,NULL,NULL
501,3,VO5 SE IS COCNT SHP                 ,12.5 OZ   ,007,Alberto VO5 Moisturizing Shampoo Island Coconut,NULL
501,3,VO5 HE OCN RFRSH SHP                ,12.5 OZ   ,007,Alberto VO5 Herbal Escapes Ocean Refresh Shampoo,NULL
501,3,VO5 MM STWBRY CM SHP                ,12.5 OZ   ,007,Alberto VO5 Strawberries & Cream Moisturizing Shampoo,NULL
2,5,BST-CH PINTO BEANS                  ,16 OZ     ,001,NULL,Best Choice Vegetable                                                                                                                                                                                                                                          
501,3,VO5 STRBRY CRM CND                  ,12.5 OZ   ,007,NULL,NULL
501,3,VO5 HE SK RSPBY SHP                 ,12.5 OZ   ,007,NULL,NULL
501,3,VO5 HE RSPBRY CND                   ,12.5 OZ   ,007,NULL,NULL
2,5,BST-CH BBY LIMA BEAN                ,16 OZ     ,001,NULL,NULL
501,3,VO5 DETOX SHAMPOO                   ,12.5 OZ   ,007,NULL,NULL
2,5,BST-CH NAVY BEANS                   ,16 OZ     ,001,NULL,NULL
2,5,BST-CH RED BEANS                    ,16 OZ     ,001,NULL,NULL
8,1,WR BW OCEAN MIST                    ,12 OZ     ,007,NULL,NULL
2,6,AL SAVE GRT NORTH BN                ,4 LB      ,001,Always Save Great Northern Beans,NULL
501,4,WR OCEAN MIST COND                  ,15 OZ     ,006,NULL,NULL
2,6,BST-CH PINTO BEANS                  ,32 OZ     ,001,NULL,NULL
2,6,BST-CH LIMA BEANS                   ,32 OZ     ,001,NULL,NULL
2,6,BROWN BEST GREAT NOR                ,16 OZ     ,001,NULL,NULL
2,6,BST-CH GRT NRTHN BNS                ,16 OZ     ,001,NULL,NULL
8,3,WR MEN BW MTN SPG                   ,12 OZ     ,007,NULL,NULL
501,4,WR APPLE BLOSS SHAM                 ,15 OZ     ,006,NULL,NULL
501,4,WR APPLE BLOSS COND                 ,15 OZ     ,006,NULL,NULL
501,4,WR TROP COCONUT SHAM                ,15 OZ     ,006,NULL,NULL
501,4,WR ENERG CITRUS SHAM                ,15 OZ     ,007,NULL,NULL
501,4,WR ENERG CITRUS COND                ,15 OZ     ,007,NULL,NULL
2,7,AL SAVE PINTO BEANS                 ,4 LB      ,001,Always Save Pinto Beans,NULL
501,4,PERT PLS 2N1 HYDRTNG                ,13.5 OZ   ,007,NULL,NULL
2,7,BST-CH GRT NRTHN BNS                ,4 LB      ,001,NULL,NULL
2,7,BROWN BEST GREAT NOR                ,2 LB      ,001,NULL,NULL
501,4,PERT PLS CND CLSC CL                ,13.5 OZ   ,007,NULL,NULL
501,4,PRELL SHAMP CLS ORG                 ,13.5 OZ   ,007,NULL,NULL
2,7,BST-CH GRT NRTHRN BN                ,32 OZ     ,001,NULL,NULL
501,4,MURRAYS SUPR POMADE                 ,3 OZ      ,007,NULL,NULL
501,4,SPRT N WAVE GEL POM                 ,3.5 OZ    ,007,NULL,NULL
2,7,BST-CH LT RED KIDNEY                ,32 OZ     ,001,NULL,NULL
501,4,BST CH LICE SHAMPOO                 ,4 OZ      ,007,NULL,NULL
501,5,AQUANT XSPR AERO HS                 ,11 OZ     ,007,NULL,NULL
2,1,BST-CH INSTANT RICE                 ,70 OZ     ,001,Best Choice Instant White Rice,NULL
501,5,VO5 AERO XBODY                      ,8.5 OZ    ,007,NULL,NULL
2,1,MINUTE RICE BROWN                   ,14 OZ     ,001,Minute Brown Rice,Minute Rice                                                                                                                                                                                                                                                    
2,1,BST-CH INST BRN RICE                ,14 OZ     ,001,NULL,NULL
501,5,VO5 HARD TO HOLD SP                 ,8.5 OZ    ,007,NULL,NULL
501,5,WHT RN AERO XTRA HLD                ,7 OZ      ,007,NULL,NULL
501,5,WHT RN UNS XTRA HLD                 ,7 OZ      ,007,NULL,NULL
2,1,BST-CH BNB BRWN RICE                ,14 OZ     ,001,NULL,NULL
501,5,WHT RN HS UN XH PUMP                ,7 OZ      ,007,NULL,NULL
501,5,WHT RN HS SC XH PUMP                ,7 OZ      ,007,NULL,NULL
501,5,WHT RN VOLM MOUSSE                  ,5 OZ      ,007,NULL,NULL
501,5,CONSORT XHLD UNS AER                ,8.3 OZ    ,007,NULL,NULL
501,5,CND 3N1 MOUSSE-MAX                  ,6 OZ      ,007,NULL,NULL
501,5,CFC INSTANT MOIST                   ,8 OZ      ,007,NULL,NULL
2,2,KNORR RS CHICKEN                    ,5.6 OZ    ,001,Knorr Chicken Rice Sides,Knorr Rice Sides                                                                                                                                                                                                                                               
2,2,KNORR FS MEXCAN RICE                ,5.5 OZ    ,001,Knorr Fiesta Sides Mexican Rice,Knorr Rice Sides                                                                                                                                                                                                                                               
2,2,KNORR RS ASN TERI RC                ,5.5 OZ    ,001,Knorr Asian Sides Teriyaki Rice,Knorr Rice Sides                                                                                                                                                                                                                                               
2,2,KNORR FS YELLOW RICE                ,5.2 OZ    ,001,Knorr Fiesta Sides Yellow Rice,Knorr Rice Sides                                                                                                                                                                                                                                               
2,2,KNORR FS TACO RICE                  ,5.5 OZ    ,001,Knorr Fiesta Sides Taco Rice,Knorr Rice Sides                                                                                                                                                                                                                                               
2,2,KNORR RS MEDLEY RICE                ,5.7 OZ    ,001,Knorr Rice Medley Rice Sides,Knorr Rice Sides                                                                                                                                                                                                                                               
2,3,RAR BUFFALO CHKN                    ,5.5 Z     ,001,NULL,Rice A Roni                                                                                                                                                                                                                                                    
2,3,RICE A RONI CHICKEN                 ,6.9 Z     ,001,Rice A Roni Chicken,Rice A Roni                                                                                                                                                                                                                                                    
2,3,RAR BEEF RICE                       ,6.8 OZ    ,001,Rice A Roni Beef,Rice A Roni                                                                                                                                                                                                                                                    
